Metabolite.name.mod,HyPea.7404_1,HyPep.4601N_3,HyPep.7504_1,HyPep.7504_2,HyPep.7504_3,HyPep.YE_1,HyPep.YE_2,HyPep.YE_3,HY.YEST.412_1,HY.YEST.412_2,HY.YEST.412_3,HyPea.7404_2,HY.YEST.466_1,HY.YEST.466_2,HY.YEST.466_3,HY.YEST.503_1,HY.YEST.503_2,HY.YEST.503_3,HY.YEST.555_1,HY.YEST.555_2,HY.YEST.555_3,HyPea.7404_3,HyPep.1510_1,HyPep.1510_2,HyPep.1510_3,HyPep.1510_4,HyPep.4601N_1,HyPep.4601N_2
Genistein,-0.322874575,-0.450561717,-0.35729522,1.082278576,-0.605424186,-0.662807264,-0.61031127,-0.690967143,-0.711055522,-0.833150316,-0.630669206,-0.477170237,-0.661109838,-0.690971124,-0.649261005,-0.540192881,-0.838037516,-0.699794046,-0.543321834,-0.639206128,-0.722915706,-0.498917826,1.988236248,2.919057401,2.457657038,3.190545004,0.651892314,-0.637638334
Glu-Val-Phe,0.048694057,-0.331221072,-0.420873392,-0.322610582,-0.451233047,-0.68952991,-0.575426069,-0.68556139,-0.663536021,-0.83294105,-0.6265286,4.658470994,-0.659061279,-0.655140738,-0.538057123,1.03351757,0.965697501,1.285677788,0.491790386,0.805044793,0.030521877,3.092923567,-0.231141594,-0.151605284,-0.146463252,-0.338609066,-0.445200048,-0.475919878
Glutamate,0.061939049,0.031340191,-0.511581351,-0.471626095,-0.613397801,-0.335305946,-0.285847682,-0.362830609,-0.323400007,-0.315127699,-0.145114056,-0.041182776,-0.386791984,-0.213249367,-0.316118621,-0.034946957,-0.038592999,-0.270501099,0.470139304,0.717506547,0.206811797,0.161060821,0.824053285,0.832622504,0.977247634,0.936909301,-0.292362083,0.325041572
Glutamine,0.00093217,1.399464798,-0.396865336,-0.393424269,-0.401295258,-0.44177891,-0.493926278,-0.530193516,-0.492789259,-0.572739047,-0.487640883,-0.048213221,-0.510790856,-0.569148836,-0.52000166,-0.303454714,-0.197981232,-0.170023995,-0.325907645,-0.394783341,-0.519502708,0.025566881,0.666349145,0.757271818,0.52345411,0.590382491,1.704291885,2.005622366
Glutaric acid,-0.284133237,-0.437040666,-0.092806323,-0.04218033,0.031727421,0.234519833,0.438672242,-0.104185941,-0.423992285,0.044326687,-0.275893664,-0.422949966,0.17780448,0.665591348,0.339657902,0.067981613,0.474248123,0.05370064,0.912010933,0.945628975,-0.040259664,-0.431737367,-0.172614313,-0.232298243,-0.227984955,-0.257971386,-0.597952124,-0.614396845
Glutathione (oxidized),-0.330010184,-0.451120625,-0.50158035,-0.482136875,-0.588145993,0.193845355,1.788174639,2.074793376,0.689034867,1.138058448,0.150744891,-0.482513147,0.689730566,0.907137802,0.505024397,0.000647743,-0.004163215,0.802437,-0.255532914,-0.289319917,-0.315982009,-0.505497416,-0.583107922,-0.652004023,-0.647703757,-0.63928119,-0.631936095,-0.644274183
Glutathione (reduced),-0.256794052,-0.435370864,-0.528446601,-0.507632746,-0.629628927,-0.52815146,-0.588087291,-0.544252987,-0.595548405,-0.713894145,0.173226912,-0.377557248,2.740451975,5.684990362,0.058415825,-0.550179959,-0.785518031,-0.661990838,1.193219407,-0.14695719,-0.171220126,-0.418231545,-0.465472626,-0.55038241,-0.535175388,-0.553272936,-0.617197841,-0.631660235
Gly-Ile,0.261793369,0.033041827,-0.112210461,-0.148427274,-0.061639788,-0.336143362,-0.29358899,-0.302696153,-0.104635207,-0.194420966,-0.15975613,0.564593379,-0.405143953,-0.409019841,-0.448050294,-0.091540339,-0.128536079,0.000292465,-0.067053142,-0.070271448,-0.3811976,0.42391338,0.584754726,0.63871404,0.713708979,0.658730809,0.087535549,0.228569856
Gly-Leu,0.337289306,0.091898118,0.010424316,-0.096912952,0.081446427,-0.28864208,-0.384075417,-0.441850452,-0.23471416,-0.255644152,-0.264182962,0.602812605,-0.414875438,-0.438496757,-0.220187341,-0.179534062,-0.087486123,0.026137571,-0.168140256,0.063510019,-0.443540293,0.612398351,0.569188123,0.567620316,0.486382367,0.449084891,0.089838,0.237327328
Gly-Tyr,0.079652112,-0.033485249,-0.006856529,-0.073194204,0.014107376,-0.504897609,-0.441528845,-0.448827198,-0.218595393,-0.19082939,-0.201322079,0.218774618,-0.328818043,-0.276595727,-0.428644136,0.79668389,1.274123689,1.346334704,0.437985356,0.55493458,-0.270701044,0.263915345,0.167796779,-0.551113461,-0.563054932,0.120115053,-0.030306055,0.0977161
Gly-Tyr-Ala,-0.309983427,-0.173089183,-0.223014915,-0.189718104,-0.157351631,-0.701436065,-0.497260545,-0.685293342,-0.833378544,-0.732353556,4.637653371,-0.415475561,2.557820108,-0.768340927,-0.731456846,-0.553239646,-0.821881194,-0.692585231,-0.539143738,-0.664889729,-0.720856418,-0.445201175,0.984308117,0.991946103,1.158393725,0.6810601,-0.341095829,-0.2883557
Gly-Val,-0.218925411,0.745413929,-0.315669502,-0.317638214,-0.323325073,-0.082959213,0.070538633,-0.012145335,0.110210654,0.110857812,0.193657612,-0.28316958,-0.111596932,-0.120074802,-0.223225665,-0.409453942,-0.546966841,-0.456539529,-0.404748275,-0.49972826,-0.415816709,-0.299592422,0.373176711,0.312980828,0.464543311,0.37960348,0.925196257,1.320643169
Glyceraldehyde,0.473842538,-0.112331421,-0.487697949,-0.474199306,-0.499887044,1.284414663,0.248593924,0.871105464,2.451710066,2.217364911,1.741892328,0.322399558,-0.608332859,-0.644153478,-0.404271853,-0.554662687,-0.580887935,-0.631221225,0.072849076,-0.044067213,0.642012687,0.954260236,-0.557442296,-0.632714764,-0.625699953,-0.620519228,-0.392535753,-0.463392773
Glycocholic Acid,-0.313253991,-0.4436531,-0.542404164,-0.52922411,-0.535019074,-0.705074628,-0.624879912,-0.697284506,-0.802719296,-0.895150063,-0.755056587,-0.447846316,-0.757435084,-0.744160609,-0.728999241,-0.550452713,-0.755093191,-0.700733749,-0.484576331,-0.041345113,-0.28081576,-0.452914565,2.961233056,3.445188964,3.641118532,3.771113029,-0.625430628,-0.569081961
Guanidinoacetic acid,-0.131433336,0.617368684,-0.040573104,0.197318063,0.229038134,-0.361563787,-0.275087665,-0.32237495,-0.15457398,0.003073043,0.428238436,-0.362911557,0.146504875,0.496255709,0.228948944,-0.193893709,-0.375982469,-0.20735618,-0.270454524,0.206040452,-0.015145862,-0.303201078,-0.295802384,-0.053778866,-0.017775864,-0.13423109,0.130065832,0.024431661
Guanine,-0.287586708,-0.449518503,-0.013196983,-0.325315749,0.033670324,-0.123823848,-0.550006365,1.117150853,0.205998525,-0.888287615,-0.738751943,-0.467140666,1.950354984,0.962295949,0.735395891,-0.219307067,-0.256695734,-0.336249324,0.748232315,0.530008537,1.809712733,-0.466005582,-0.561372219,-0.630414809,-0.62673916,-0.614294509,-0.62366979,-0.635813579
Guanosine,-0.274068032,-0.300882319,0.740388564,0.006200611,0.691369988,-0.122783495,-0.625598552,0.107147514,-0.640000179,-0.847831496,-0.640956978,-0.444478496,-0.50101368,0.700444422,0.660395901,0.355986195,0.425043002,0.353247817,0.092484541,1.650678975,0.759983469,-0.430958209,-0.551409419,-0.606346738,-0.609832661,-0.593765769,-0.102533122,-0.097451541
Guanosine 5'-diphosphate-D-mannose,-0.330054077,-0.452926851,-0.548729358,-0.540508802,-0.641854781,-0.716813893,-0.640967607,-0.715564466,-0.847071505,-0.910558503,-0.762841058,-0.48249953,-0.339101448,-0.763950247,-0.456109681,3.383720045,8.809229111,5.61943928,0.095937097,-0.671152894,-0.728055008,-0.505484461,-0.495508469,-0.651997059,-0.476203939,-0.639273913,-0.636495288,-0.650213763
Guanosine 5'-monophosphate,-0.315060386,-0.428178204,-0.394993704,-0.377214771,-0.452454401,0.210940341,0.353205263,1.79973202,-0.199505761,-0.526123153,-0.20969411,-0.449066549,0.99582004,0.57241481,0.563119864,0.220186441,0.728571991,0.641519969,0.363883201,0.619253719,0.848689259,-0.477588023,-0.552924596,-0.616360506,-0.607255441,-0.602342132,-0.6072973,-0.622385002
Guanosine cyclic monophosphate,-0.311854307,-0.404242291,-0.435051112,-0.225913844,-0.496385007,-0.540528525,-0.136508164,0.261560383,-0.387318148,-0.635389732,-0.371333409,-0.453750429,2.780927368,3.11916191,0.999649345,-0.515771087,-0.764101143,-0.65560329,-0.355757099,-0.349481698,2.166362231,-0.463136367,-0.532064495,-0.57587628,-0.575836241,-0.561011631,-0.624793513,-0.635516331
Harmane,0.192417811,-0.45292786,-0.432117946,-0.415885876,-0.185810447,4.859596335,2.473011016,0.820929803,2.834616715,1.17234432,-0.090124345,-0.220855757,-0.587272642,-0.570572138,-0.357043909,-0.555202769,-0.768797884,-0.699458756,-0.547328068,-0.671156812,-0.700930947,-0.186656473,-0.442796517,-0.45214334,-0.504618333,-0.51949432,-0.523454788,-0.642025025
Histamine,-0.101184094,0.29374585,-0.44482852,-0.434629594,-0.505472774,-0.184141738,-0.044635428,-0.169128722,-0.341038685,-0.020782243,-0.045470062,-0.311226967,0.732156571,-0.288862233,-0.275235444,-0.502004521,-0.600626515,-0.555975266,-0.369604167,-0.531767918,5.749852102,-0.258065166,-0.477738345,-0.388824536,-0.287595902,-0.301408075,0.427189997,0.618583828
Histidine,-0.309877694,4.352864322,-0.435662786,-0.427472627,-0.499747085,-0.228910336,0.06986001,-0.021074143,0.012553668,0.247170336,0.164494929,-0.451788002,-0.147771189,-0.230699219,-0.126519435,-0.509941939,-0.653359597,-0.580103305,-0.377967391,-0.492145797,-0.532629961,-0.470848613,-0.3577852,-0.428869257,-0.392600969,-0.36844912,0.932582063,1.154070646
Homoarginine,2.015549981,-0.390465998,0.559668879,0.540113396,0.790614419,-0.352424995,-0.259744353,-0.1435106,-0.448641059,-0.666891589,-0.485835748,3.926897502,-0.589131106,-0.593608002,-0.563155237,-0.309085065,-0.611027163,-0.419358707,-0.324199116,-0.369555759,-0.494594264,2.70432504,-0.306537249,-0.382270796,-0.351508992,-0.35194664,-0.534025338,-0.541868407
Hyperoside,-0.330059533,-0.452929979,3.588532137,4.835482204,2.530731205,-0.690354526,-0.63815204,-0.693254925,-0.842504948,-0.910568285,-0.734210702,-0.48250944,-0.76087938,-0.754098606,-0.723105544,-0.563709165,-0.841163261,-0.712102181,-0.547329224,-0.671158952,-0.728059224,-0.505493371,-0.544615238,-0.612540434,-0.586632479,-0.586226197,-0.636498542,-0.650221043
Hypoxanthine,-0.142226638,-0.393203815,-0.49351819,-0.496346043,-0.598921176,0.676326296,-0.162467586,0.313299311,-0.539790765,-0.416797002,-0.152836978,-0.292853847,-0.315877562,-0.33794047,-0.232072988,0.373509803,1.04625915,0.993015019,1.829618365,1.559510284,2.994109306,-0.108086832,-0.543965285,-0.635783724,-0.647703563,-0.616545244,-0.585208787,-0.539193139
Indole-3-acetyl-L-glutamic acid,-0.284073784,-0.428199444,3.499632105,2.24313919,2.552782518,-0.302076555,-0.359468356,-0.344438165,-0.433039535,-0.58410394,-0.257063442,-0.430189118,-0.549222944,-0.434706461,-0.51654929,-0.565660951,-0.82476674,-0.707965901,-0.207239737,-0.421371708,-0.518239489,-0.411698974,-0.535111614,-0.542838268,-0.55656392,-0.538504488,-0.613303453,-0.607012316
Indole-3-carboxaldehyde,-0.142883386,-0.139595793,-0.171455445,-0.180219736,0.139034491,0.178693011,0.144433331,0.125773005,0.440137565,0.813415556,0.298264293,-0.133493147,0.411087979,0.554447707,0.652401692,-0.432996377,-0.62605576,-0.539869506,-0.314165721,-0.308548784,-0.156542294,-0.181630919,-0.192449891,-0.133349764,-0.151663599,-0.126117154,-0.020900813,0.022020038
Indole-3-carboxylic acid,0.977939415,-0.182598524,-0.008643061,-0.035957848,-0.317734155,-0.230441611,-0.414354734,-0.491277653,0.033779553,0.098860515,-0.384291882,1.923334204,0.663638474,0.727782519,0.3580027,-0.303317347,-0.499882529,-0.52688107,-0.416488417,-0.41056139,-0.139538523,1.883344392,-0.34786803,-0.348091505,-0.331158928,-0.330105831,-0.279770435,-0.192975434
Indoleacetic acid,-0.330057977,-0.371259527,0.209666704,-0.151303773,0.512578614,0.539091994,0.355088641,0.22684793,0.539860261,-0.142736851,4.290755908,-0.48250663,-0.470836145,-0.641171645,-0.143926542,-0.020573161,-0.031683425,0.160620143,-0.492408245,-0.459903192,-0.58907617,-0.460673803,-0.243668182,-0.183585114,-0.450116959,-0.423033237,-0.27894905,0.189921539
Inosine,-0.327295271,-0.447040818,-0.538473005,-0.535107567,-0.628013368,-0.402852639,-0.600972732,-0.697788605,-0.84098759,-0.910010168,-0.760591926,-0.482047198,-0.761234352,-0.658720503,-0.647685974,1.19194069,2.148577833,2.302959541,0.883491991,6.064863967,3.439104031,-0.503881944,-0.5723065,-0.647478184,-0.647568731,-0.639228303,-0.59930102,-0.624118169
Inosine-5'-diphosphate,-0.330061559,-0.433857012,-0.548735859,-0.540514675,-0.641863165,-0.716820978,-0.640974255,-0.715574966,-0.824877935,-0.884276996,-0.746074996,-0.418316117,-0.77016736,-0.776911878,-0.741430869,-0.317809565,3.755254396,5.745713207,3.448500128,4.392329266,0.427863427,-0.449046524,-0.55148397,-0.608416681,-0.618323066,-0.617866081,-0.617347746,-0.627215077
Inosine-5'-monophosphate,-0.328590319,-0.452931913,-0.548387641,-0.540114339,-0.641863648,-0.710191686,-0.63834346,-0.713051365,-0.845227725,-0.910571806,-0.762852848,-0.480806961,-0.769624773,-0.77691219,-0.740955158,1.591762765,3.636703171,3.555361536,2.476475642,2.869791959,2.524307009,-0.502310649,-0.583108055,-0.651558651,-0.646572875,-0.638758984,-0.636501906,-0.650224607
Inosine-5-monophosphate,-0.329930881,-0.450083371,-0.546620236,-0.540298671,-0.640882522,-0.712279354,-0.639357248,-0.713730893,-0.846532177,-0.910393687,-0.761460961,-0.481069925,-0.768619431,-0.775620539,-0.740257375,2.018287089,3.582133364,3.873705055,1.985226288,3.152962202,2.032342428,-0.504828833,-0.582426508,-0.651118724,-0.646026005,-0.638297942,-0.632885378,-0.648868955
Isoleucine,-0.046751631,0.430851042,-0.356803483,-0.390589609,-0.454939973,0.157507187,0.086952202,0.182297828,0.304973729,0.496397803,0.277973898,-0.323109135,0.051075044,0.13319795,-0.001525553,-0.109156584,-0.153183373,-0.419251491,-0.254514187,-0.306479996,-0.20233865,-0.33489952,1.552506602,0.032977185,-0.294665378,-0.205815419,-0.019111419,0.089571352
Isoleucine (not validated),0.012986119,0.597968111,-0.409582601,-0.426302974,-0.447859399,-0.137819227,-0.083452352,-0.045201586,0.05726821,0.243845921,0.120208491,-0.190672981,-0.124433875,-0.042335305,-0.037541836,-0.166502946,-0.362929425,-0.122757766,-0.298963249,-0.336515735,-0.367564286,-0.208046888,-0.082197815,-0.015681399,0.372580955,-0.092267178,1.496588493,1.327324283
Isoleucylisoleucine,0.312059459,0.161947452,0.644812184,0.459945126,1.059207791,-0.596293104,-0.545973145,-0.542846357,-0.68609824,-0.764769604,-0.661847346,1.400041639,-0.385702941,-0.43594808,-0.282703198,-0.066832504,-0.170495029,-0.047003979,-0.246600895,-0.309764623,-0.389338274,1.324711149,-0.239740176,-0.107808756,-0.132827235,-0.162433658,0.788028645,0.276045391
Isopentenyladenine,-0.327543734,-0.436503734,-0.546839431,-0.538962559,-0.619823371,-0.643141379,-0.499806573,-0.501082792,0.869828072,0.492547262,0.791481355,-0.480019945,2.796171717,0.457195466,0.865967919,-0.513242963,-0.573992084,-0.595784012,0.522373934,-0.148179961,3.711236048,-0.50043456,-0.568147055,-0.651475555,-0.647703532,-0.593056148,-0.631095186,-0.598873543
Isopongaflavone,0.252695328,0.122905709,-0.160347489,-0.169612213,-0.016339904,0.122718814,0.073063303,0.252280456,0.035104319,0.096504188,0.041793561,0.368834041,-0.209083693,-0.165252997,-0.19809877,-0.032868047,0.053167236,-0.050352589,0.024272128,0.184998001,-0.018785391,0.464636133,-0.06872043,-0.119930409,-0.01831455,-0.080254182,-0.06492776,-0.039602862
Kaempferol-3-O-glucoside,-0.314789218,-0.438226295,3.604020796,4.317511788,2.928796283,-0.704033996,-0.632464818,-0.703297484,-0.750142178,-0.791985326,-0.749683592,-0.426216902,-0.726777997,-0.765914894,-0.733717675,-0.556059798,-0.818271293,-0.673918828,-0.520834425,-0.671157281,-0.71464195,-0.476288352,-0.56888631,-0.635219609,-0.631122881,-0.60786238,-0.585941419,-0.620517438
Kaempferol-4'-methyl ether,-0.330059294,-0.384353627,-0.548733352,-0.540513103,-0.641860993,-0.716818496,-0.640971662,-0.715572089,1.928961182,1.158321914,1.873740169,-0.482508958,2.186289462,1.045561833,0.870013366,0.039342143,-0.119799401,-0.599042668,0.116260364,0.128350119,0.679526687,-0.505493618,-0.583104421,-0.652000376,-0.647700328,-0.639277505,-0.495544349,-0.501451312
Kynurenine,-0.272496941,1.143935578,-0.324239957,-0.353426576,-0.433238263,-0.232794694,-0.272784304,-0.243763321,-0.234760924,-0.297793153,-0.36314253,-0.411974628,-0.271684831,-0.37609517,-0.267774693,-0.494266937,-0.704128054,-0.605293899,-0.466545622,-0.622420386,-0.390110406,-0.412180275,1.129012013,1.463415691,1.414148535,1.284824778,0.403404219,0.603512828
L-Glutamic acid,0.103304867,0.072563434,-0.469552153,-0.469390113,-0.3421767,-0.175388829,-0.080325452,-0.03442425,0.172580178,0.227224592,0.120562699,0.219233833,0.114401831,0.041759342,0.067526639,-0.051157403,0.192348251,-0.038152759,0.360852685,0.559812426,0.359114369,0.225212542,-0.200024092,-0.26083311,-0.264625833,-0.188486418,0.328981029,0.289267903
L-Histidinol,0.474386417,-0.445151388,-0.528374617,-0.521440099,-0.619425684,-0.634147542,-0.312512696,-0.477798692,0.077469694,-0.603703385,-0.463857359,-0.456912276,2.678919793,0.044609981,1.627762158,-0.083547179,-0.122468802,1.011534567,1.582800758,0.780358743,0.441499018,-0.467867892,-0.583015998,-0.651858287,-0.647393316,-0.63513591,-0.622189378,-0.636451221
L-Saccharopine,-0.278681003,-0.437072035,-0.514423655,-0.505847764,-0.575995419,0.884160099,-0.111481857,-0.161484211,-0.610613432,-0.194495839,-0.590633602,-0.294720477,2.797201131,0.349724037,1.646483157,-0.305014512,1.399838774,0.260616832,0.422809341,0.136599213,0.150374984,-0.420935592,-0.530867265,-0.598224574,-0.576808573,-0.581803945,-0.434975134,-0.615883199
L-Tyrosine,-0.27159954,-0.372739566,0.850928163,0.785497558,1.631466615,-0.034774768,0.016269813,-0.260929344,0.293043621,1.052810063,0.8850984,-0.411471584,-0.162096495,-0.233448472,-0.151098992,-0.300975173,-0.041333744,-0.120285435,-0.313936259,-0.436299072,-0.100541489,-0.422335536,-0.290829826,-0.350536498,-0.509800119,-0.386561213,-0.523611482,-0.485201864
Leu-Leu-Tyr,0.703052683,-0.296688247,0.492381192,0.59248734,0.900475079,-0.640185714,-0.612627453,-0.628301301,-0.596306666,-0.800289519,-0.680500216,1.635972569,-0.573060085,-0.649508732,-0.57441674,0.109140763,0.104653374,0.193779998,0.170012878,0.24566719,-0.332018136,1.584023324,0.231654202,0.385983739,0.31545916,-0.222375905,-0.441809404,-0.427289909
Luteolin,-0.027459642,-0.452930738,3.605291925,3.759812287,3.07436226,-0.716819741,-0.640973299,-0.715573619,-0.847078919,-0.910569568,-0.69840018,0.114655166,-0.770166365,-0.776910966,-0.741429972,-0.566656783,-0.841166274,-0.712104531,-0.547330766,-0.671160479,-0.728060541,0.177672149,-0.58310686,-0.635697369,-0.635075197,-0.63927993,-0.636500205,-0.650222932
Luvangetin,-0.33005984,-0.452929858,2.523756364,3.406679327,3.209949868,-0.673221209,-0.640972442,-0.715572658,-0.847077342,-0.902467817,-0.762849772,-0.482509721,-0.164846625,-0.198931538,-0.276342286,-0.522638091,-0.792918322,-0.712103541,-0.232004523,-0.297820703,-0.348915267,-0.458314203,-0.573760858,-0.643803896,-0.6252121,-0.621568758,-0.636499639,-0.650222008
Lysine,-0.303831959,-0.195223619,-0.500885303,-0.496282034,-0.591300262,0.616507138,0.53688036,0.414699276,0.733131446,0.797577657,0.670670209,-0.451051899,0.088783628,0.356624599,0.205037026,-0.461742584,-0.591885091,-0.53695145,1.135268527,1.202189184,-0.317289353,-0.457472392,-0.200667266,-0.201619325,-0.12270814,-0.160480949,-0.237929953,-0.179674661
Maltol,-0.051060981,0.676844315,-0.202028558,-0.248034623,-0.221893497,-0.154231141,-0.457384046,-0.490335534,-0.756548791,-0.849903981,-0.721232334,0.194127095,-0.750834799,-0.692037359,-0.70256547,-0.541623549,-0.802287696,-0.678395363,-0.534538433,-0.66945643,-0.723246248,-0.134770825,1.119231568,1.949515659,1.529602657,1.262230155,1.871240124,1.317464208
Maltose,-0.040099396,-0.322684602,0.926844378,0.879475934,1.125032996,-0.455850573,-0.37878157,-0.301049862,-0.812583583,-0.883855394,-0.721485323,-0.040724572,-0.742189913,-0.752513321,-0.721145365,-0.534752922,-0.747812598,-0.656790557,-0.521959455,-0.628904295,-0.696128277,-0.124052111,1.438348031,1.528763633,1.813853422,1.82241934,-0.509907778,-0.514098429
Mannitol,1.091555862,-0.03277237,-0.234313868,-0.23218858,0.059635629,0.136506472,-0.021467826,-0.240113148,0.139996883,0.236024401,0.614339268,0.561279413,-0.259869043,-0.32520668,-0.117012041,-0.22497494,0.006798317,-0.211733022,-0.055110355,0.048793012,-0.254538833,0.720393648,-0.154459668,-0.10881319,-0.141182488,-0.116183942,0.030118244,-0.072858016
Meglutol,-0.235262497,-0.010003765,-0.42820361,-0.431865928,-0.502558288,0.06083996,-0.225923759,-0.018017606,0.012585427,-0.131301955,-0.241704795,-0.311569869,0.307135166,0.07759038,0.010221135,-0.24191371,-0.076833671,-0.226998228,0.390482366,0.52356899,-0.001809166,-0.293291685,0.547438864,0.559094651,0.521985404,0.465615427,0.012586762,0.113928189
Melezitose,-0.17256779,0.095097835,1.328897779,1.143262599,1.793781664,-0.691237846,-0.606119091,-0.683846611,-0.81968985,-0.888480071,-0.699175355,-0.06187682,-0.765351274,-0.765180407,-0.735650195,-0.487969211,-0.692162439,-0.630497364,-0.476194585,-0.561350635,-0.660302339,-0.237820763,0.849022664,1.031367261,1.01130014,1.035193108,0.083601203,0.111618789
Melibiose,-0.043934444,-0.267466681,-0.396447925,-0.044147444,0.303060905,1.334746691,0.715628373,1.445063879,-0.350276558,-0.531910788,-0.037069125,-0.080750829,-0.734124433,-0.714978442,-0.712342349,0.028414758,0.006614069,-0.002641911,-0.286187004,-0.168394395,-0.646640609,-0.432662725,0.904014717,1.148507445,1.180552574,-0.398268332,-0.320454429,-0.358297923
Methionine,-0.250310684,0.633249328,-0.521111256,-0.519495491,-0.630379977,0.058892831,0.027936136,0.038823781,0.366594538,0.514050254,0.269307787,-0.355230478,0.018844909,0.040228183,-0.078597931,-0.031587833,-0.292901117,-0.224613106,-0.100303682,-0.080383911,-0.147471541,-0.347758936,0.047975865,0.098126299,0.090568199,0.095810051,0.804317386,0.893986849
Methioninesulfoxide,0.025812196,0.07749738,0.061052304,0.011855372,0.334384683,1.051937716,0.714323816,0.648276234,-0.183749646,0.406673764,-0.274386904,0.028184659,0.13043789,-0.371220554,0.059889799,-0.438419007,-0.366549019,-0.405508386,-0.438854347,-0.553353938,-0.105889725,0.156608912,-0.262654378,-0.297375552,-0.242463068,0.041324417,0.078274318,0.213222636
Methohexital,-0.076812202,-0.316406944,-0.125892572,-0.44675333,-0.063284903,-0.160723335,-0.203682302,-0.191238597,0.293877401,0.01222392,-0.432350801,-0.023056981,-0.063133542,-0.647292646,-0.006793363,-0.394269137,-0.448072968,0.654475278,-0.396221005,-0.475388728,-0.083793419,0.093052407,0.117521852,1.54407658,1.625624228,0.009369125,0.316614457,0.472035289
Mucic acid,-0.174616276,-0.218371826,-0.21825969,0.048039887,-0.223179369,-0.715705719,-0.638974174,-0.712729991,-0.78008181,-0.819730905,-0.688702606,-0.448543907,-0.722552161,-0.57756911,-0.600368561,-0.564585372,-0.840950785,-0.707866018,-0.480306759,-0.568717893,-0.71473957,-0.389284136,2.390003159,2.515896698,3.887872461,2.713733355,-0.332240702,-0.246269959
"N,N-Dimethylarginine",0.643408613,-0.279461475,-0.457610059,-0.410223121,-0.488504081,0.089419126,0.208779038,0.418491955,0.082716113,0.284258059,0.128882449,0.899856866,0.060680253,-0.104685292,-0.110745932,-0.248716892,-0.203092555,-0.138045581,0.242983282,0.404940395,0.236626717,0.876012107,-0.052833767,-0.069547559,0.014955245,0.049614625,-0.34482975,-0.351417083
"N,N-Dimethylglycine",-0.261937041,-0.405186283,-0.351179088,-0.492335033,-0.288849406,0.592377373,0.347389017,0.39704763,0.010057032,1.412560887,0.298243131,-0.390461763,0.25643569,0.155019202,0.694427444,0.35595669,1.952422347,0.722320762,0.164933,0.217693517,-0.109678663,-0.394353105,-0.556918182,-0.613124796,-0.619105923,-0.587419085,-0.583310446,-0.597423889
N-Acetylaspartic acid,-0.146648273,-0.282001076,-0.143187775,-0.195258787,0.052248656,1.871980049,1.979992432,1.273978238,0.759528342,0.93133063,0.140945072,-0.474294436,-0.180604345,-0.229852176,-0.261088934,-0.422347084,-0.589542647,-0.509596347,-0.133145033,-0.238673664,0.185265843,-0.207108704,-0.381083164,-0.384676236,-0.404946535,-0.309908342,-0.557066994,-0.321102835
N-Acetylglutamic acid,-0.299399896,-0.364643959,-0.362287251,-0.304109689,-0.408036354,2.128847602,2.051992156,0.952645951,0.190794273,1.887136011,-0.063247347,-0.440765893,-0.323361176,-0.448751201,-0.36962909,0.606843188,0.543929474,0.971488812,-0.235456719,-0.347371568,-0.203223941,-0.450496574,-0.492597859,-0.550270692,-0.527376122,-0.520124615,-0.521323156,-0.512909907
N-Acetylhistidine,-0.330061117,1.475734938,-0.245809912,-0.438982737,-0.146309664,0.217965855,1.259852748,-0.10820677,-0.354850156,-0.142376426,-0.532340011,-0.482512028,-0.303315317,-0.464319807,-0.385425528,-0.487218699,-0.668552207,-0.410362097,-0.202122131,-0.429585438,-0.402771413,-0.505496253,0.062485406,0.237585461,0.075184772,0.161503398,1.718358682,1.251393927
N-Acetylleucine,-0.319879098,-0.422128968,-0.380380194,-0.348014233,-0.437852625,1.239033702,5.400216841,0.295154299,0.48135729,1.721437165,1.771451877,-0.466890286,-0.533668136,-0.617650686,-0.541978477,0.030118889,-0.097325045,-0.448605915,-0.423368604,-0.553582211,-0.515406618,-0.494039675,-0.499357145,-0.518325812,-0.570528999,-0.489988722,-0.577405363,-0.593240542
N-Acetylmethionine,-0.307506781,-0.433313715,-0.507090072,-0.487342641,-0.632426907,1.296168014,1.82197194,0.785892062,0.791984774,1.665349227,0.334673265,-0.481826439,0.440121728,0.819728043,0.401764978,-0.254810236,-0.480099102,-0.629666443,-0.459488118,-0.568486576,-0.187195012,-0.504777385,-0.153555534,-0.159556054,-0.128015278,-0.153095384,-0.628102642,-0.639324698
N-Acetylphenylalanine,-0.315159282,-0.442837706,-0.365385233,-0.356823743,-0.435634299,2.887050832,5.098567311,0.85706911,0.855298435,1.903731218,0.185928214,-0.472832151,-0.46589732,-0.601837235,-0.535252283,-0.211588056,-0.461750108,-0.455986332,-0.448909841,-0.572131989,-0.450140317,-0.503046925,-0.514262895,-0.564084083,-0.644305891,-0.543306493,-0.576220685,-0.593308813
N-Acetyltryptophan,-0.111506525,-0.343092346,0.033374787,-0.128195897,0.631496707,-0.430975739,0.062215712,-0.346177638,-0.342595001,-0.351523278,-0.527820609,-0.11089703,-0.002180865,-0.564237257,-0.417084857,-0.430274332,-0.573970961,-0.530873007,0.132664131,-0.027914751,-0.392141228,-0.032415713,1.071253658,1.315709982,1.546117476,1.417478999,-0.454486024,-0.48980245
