Metabolite.name.mod,HyPea.7404_1,HyPep.4601N_3,HyPep.7504_1,HyPep.7504_2,HyPep.7504_3,HyPep.YE_1,HyPep.YE_2,HyPep.YE_3,HY.YEST.412_1,HY.YEST.412_2,HY.YEST.412_3,HyPea.7404_2,HY.YEST.466_1,HY.YEST.466_2,HY.YEST.466_3,HY.YEST.503_1,HY.YEST.503_2,HY.YEST.503_3,HY.YEST.555_1,HY.YEST.555_2,HY.YEST.555_3,HyPea.7404_3,HyPep.1510_1,HyPep.1510_2,HyPep.1510_3,HyPep.1510_4,HyPep.4601N_1,HyPep.4601N_2
(-)-Citramalic acid,-0.070174981,-0.329789604,-0.254160975,-0.238726422,-0.444420892,-0.046283486,0.152877476,0.029695456,0.446010917,1.398522077,0.257730121,-0.100805936,0.770010567,-0.711876591,1.221241695,-0.288932372,-0.29693272,-0.241302427,0.16529921,0.638919223,0.378964799,-0.031270565,-0.211889718,-0.220011034,-0.21962386,-0.219619923,-0.600958658,-0.463769987
(-)-Riboflavin,-0.328892723,-0.452148723,-0.49514687,-0.460692179,-0.614634621,-0.588919878,-0.537311936,-0.570235573,1.941979417,2.591922538,2.514396765,-0.480570778,1.604650997,1.673861016,1.377206598,-0.528199848,-0.682548605,-0.649168977,-0.369723637,-0.327823372,0.054128317,-0.503129582,-0.581751124,-0.650474498,-0.645443965,-0.637525061,-0.636500983,-0.648023054
"(1S,8R,9R)-8-hydroxy-4-(propan-2-ylidene)-10-oxatricyclo[7.2.1.01,5]dodecane-8-carboxylic acid",5.114334595,-0.452889207,0.04292334,-0.540472755,-0.357347027,-0.649502404,-0.640923819,-0.715517664,-0.414321753,-0.910513331,-0.762805066,4.494597069,-0.770128537,-0.776867859,-0.741393012,-0.309156025,-0.841080905,-0.712035683,-0.547290709,-0.671106684,-0.727993943,5.391631082,-0.453651286,0.122343303,0.027380137,0.057920012,-0.261467136,-0.40451407
"(2-oxo-2,3-dihydro-1H-indol-3-yl)acetic acid",-0.308450495,-0.196681295,2.672111082,2.139194019,4.210188303,-0.026147426,-0.257794637,-0.517362964,-0.832612098,-0.872380286,-0.741877395,-0.245242012,-0.745669869,-0.75981795,-0.724438961,-0.544949274,-0.800094974,-0.663660141,-0.391113793,-0.45810675,-0.715153332,-0.182725482,-0.386047789,-0.482254744,-0.63076202,-0.465334201,-0.279496906,-0.280015856
"(2R)-5-methoxy-2-methyl-2,3,8,9-tetrahydrofuro[2,3-h]chromen-4-one",-0.330028657,-0.452911406,-0.396390383,-0.445217894,-0.425584344,-0.650260664,-0.550944909,-0.604082584,4.011214538,1.689500932,0.80594003,-0.481539611,-0.601568091,-0.535791489,-0.360241451,6.068143472,-0.703670991,-0.665691344,-0.405170359,-0.527331241,-0.409839557,-0.496802629,-0.583090618,-0.651984522,-0.647314828,-0.631084007,-0.411527889,-0.582122506
"(2R,3R,6R,8R,9S,12S,13R,14R,15R,16R)-6,8,14,15-tetrahydroxy-2,6,13,16-tetramethyl-3-{[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-10-oxatetracyclo[7.6.1.0?,?.0??,??]hexadec-4-en-11-one",-0.330060201,-0.432130593,-0.548734499,-0.540513231,-0.641861371,-0.71681897,-0.640972522,-0.715572513,-0.847077784,-0.910568471,-0.762849781,-0.465921044,-0.770165805,-0.776910052,-0.74142983,-0.566656327,-0.841164898,-0.71210345,-0.547330167,-0.671159569,-0.728059658,-0.505493699,3.62336899,3.969220649,3.942272308,3.52150568,-0.485482148,-0.650222063
"(2Z)-4,6-dihydroxy-2-[(4-hydroxy-3,5-dimethoxyphenyl)methylidene]-1-benzofuran-3-one",-0.33006007,-0.43533366,-0.548734534,-0.540513521,-0.641861504,-0.71681802,-0.640972513,-0.715572749,4.025534566,0.287811384,3.943781152,-0.482509298,0.540445399,0.325479525,0.35917033,0.169473057,-0.050659385,-0.525048034,-0.118437721,-0.225431063,1.875125884,-0.505493825,-0.583105158,-0.65200108,-0.647701353,-0.639279098,-0.537855455,-0.546503123
"(4S,5Z,6S)-4-(2-methoxy-2-oxoethyl)-5-[2-[(E)-3-phenylprop-2-enoyl]oxyethylidene]-6-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4H-pyran-3-carboxylic acid",-0.330060835,-0.399353946,3.140785525,3.660882845,3.030455273,-0.692683189,-0.629507374,-0.715573978,-0.825149281,-0.884954842,-0.749847906,-0.482511569,-0.757109966,-0.776911019,-0.710394378,-0.240929948,-0.498035262,-0.235352817,-0.511919691,-0.642911394,-0.695683898,-0.505495957,-0.410972493,-0.498877917,-0.470897257,-0.509918112,-0.503087698,-0.556555952
"(E)-5-(2,3-dimethyl-4,5,6,7-tetrahydro-1H-tricyclo[2.2.1.02,6]heptan-3-yl)-2-methylpent-2-enoic acid",-0.000312969,0.22001601,-0.207360414,0.070027226,-0.322260282,0.248382423,-0.134726249,0.336100565,0.382375741,0.693414642,0.235132092,0.03590574,-0.307536287,-0.311282544,-0.08366788,-0.189348794,0.514231987,0.131885161,0.106433907,-0.496706212,-0.419326356,0.391832174,0.162936728,-0.162168756,-0.185944267,-0.274284442,0.386214053,0.019111796
"1,4-Cyclohexanedicarboxylic acid",-0.320240857,2.22169156,-0.463002462,-0.463382742,-0.538279025,0.106978446,0.138935658,0.146328191,-0.208332108,-0.164121549,-0.070759829,-0.475054254,-0.547153634,-0.544440495,-0.520422402,-0.486259733,-0.662171702,-0.613174819,-0.471037382,-0.61770548,-0.639662794,-0.501053228,-0.251106749,-0.304920636,-0.273094257,-0.266816772,2.975915533,3.648312776
1-Acetylimidazole,-0.264250383,0.154653528,0.267473189,0.249244578,0.549762077,0.446484252,-0.239589646,-0.265379443,-0.490198139,0.193351878,-0.199462087,-0.369724695,-0.571219381,-0.51626716,-0.563982347,0.225013309,0.503833109,0.449931566,-0.332281493,-0.325244866,-0.355967503,0.132085054,0.315915252,0.23034572,0.188870047,0.359844703,0.144953924,0.14232847
1-Decanoyl-2-hydroxy-sn-glycero-3-phosphocholine,-0.261870691,0.016670611,-0.443247397,-0.318347937,-0.176053175,-0.716818042,-0.640971654,-0.647008801,5.516909067,1.336854096,3.881593289,-0.393768205,-0.707405496,-0.77690939,-0.684357484,-0.173984076,0.024950661,0.212414073,-0.49546068,-0.620812556,-0.385403385,-0.367408397,-0.070544787,-0.160752932,-0.326694605,-0.296373676,0.074702724,0.334971314
1-Lauroyl-2-hydroxy-sn-glycero-3-phosphocholine,-0.330059746,-0.449210188,-0.476264474,-0.425475899,-0.453869896,-0.711746352,-0.640971981,-0.715572146,7.838253001,2.657649361,4.174175177,-0.204554735,-0.770165936,-0.776910095,-0.741429521,1.181244781,0.262421431,-0.003089791,-0.379439926,-0.344115081,-0.728059102,-0.505493686,-0.583105653,-0.629433181,-0.6477015,-0.633726067,-0.628376123,-0.650222207
1-Methyladenosine,-0.330061763,0.059302988,-0.546700227,-0.538317946,-0.639502422,-0.714914901,2.035655991,-0.712598318,-0.843207877,-0.908176949,0.374263062,-0.482513021,-0.768012495,-0.156481772,-0.72140496,1.96540041,2.864799823,-0.701413088,-0.538667991,5.836623213,1.003155545,-0.413422993,-0.581079721,-0.591728631,-0.538564974,-0.574727351,-0.626126413,-0.647140097
2'-Deoxyadenosine 5'-monophosphate,-0.193081385,0.773935614,-0.491269614,-0.474900292,-0.525731521,-0.482855815,-0.632353065,-0.623101924,-0.770784442,-0.530836088,-0.754925597,-0.165315705,-0.763756948,-0.771441906,-0.726163792,3.931809842,2.296126786,0.712420477,0.644051155,-0.059118236,-0.445117221,-0.339423364,-0.583106783,-0.647276464,-0.647702293,-0.633676097,1.732098316,1.299733041
2'-Deoxyadenosine-5'-monophosphate,-0.212082406,0.625633735,-0.490327192,-0.479224151,-0.536861579,-0.471309658,-0.517354828,-0.62295018,-0.765982336,-0.845095923,-0.631512457,-0.134181592,-0.755191925,-0.768576212,-0.732491439,3.896442312,2.378044036,0.709140572,0.706944726,0.004560966,-0.399523743,-0.295909388,-0.583107379,-0.633582862,-0.634424786,-0.631986875,1.618159476,1.379684288
2'-Deoxyinosine 5'-monophosphate,-0.262071304,-0.448494315,-0.505113578,-0.502006144,-0.621056249,1.578033423,-0.506368937,-0.144581055,-0.807653476,-0.810727794,-0.682794365,-0.381648762,-0.727330154,-0.750265741,-0.73190719,1.816863542,4.636311102,5.392335953,0.128484089,0.394179987,1.087732728,-0.385246823,-0.53991249,-0.618305043,-0.583828583,-0.595231248,-0.630909931,-0.63829691
2'-O-Methyladenosine,-0.301850406,-0.451640056,0.448155056,0.39085605,0.608052202,3.623167188,-0.633195823,-0.33423376,-0.515359291,-0.574271481,-0.760828297,-0.458857885,1.015968959,0.963768623,-0.600279904,0.0899108,0.004777586,0.666044605,-0.226902174,-0.581761671,-0.21384738,-0.459447248,-0.525450456,-0.589159552,-0.634572398,-0.565335683,-0.318951415,0.216873907
2'-O-Methylinosine,-0.323729586,-0.081095533,-0.508749403,-0.508835484,-0.602951794,0.090396255,-0.168569366,-0.686327165,0.395285604,1.486538856,0.46785911,-0.48206268,-0.74685337,-0.765306997,-0.479588911,1.428330724,1.317847999,2.81382309,0.565027259,1.717108142,0.678695284,-0.504631623,-0.575157702,-0.637399313,-0.645876329,-0.622671072,-0.141902536,-0.149594036
"2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxymethyl]oxan-2-yl]oxychromen-4-one",-0.330061047,-0.452930782,3.514621418,3.920709112,2.863905977,-0.716820016,-0.640973261,-0.715574195,-0.847079104,-0.910570313,-0.762851419,-0.482511389,-0.770166712,-0.776911025,-0.741430485,-0.566656853,-0.841166747,-0.712104874,-0.547331126,-0.671160936,-0.728060991,-0.505495115,0.096456401,-0.387942587,-0.442940548,-0.460852867,-0.636500562,-0.650222919
2-Deoxycytidine-5-monophosphoric acid,0.194317265,0.066419246,-0.348507708,-0.400527116,-0.429161327,-0.686233457,-0.621632216,-0.696835553,-0.816725509,-0.879359472,-0.746385986,0.122579597,-0.765791411,-0.772782616,-0.725259678,1.701056513,2.505921651,2.467093001,0.235132824,0.133692713,1.943508784,0.675554007,-0.37172896,-0.478166038,-0.093700012,0.091740941,0.282399142,0.124911686
2-Hydroxyisocaproic acid,0.014035325,-0.404981897,-0.486344902,-0.467743986,-0.538872935,0.777888649,0.493045922,1.475895571,2.138079586,2.40854481,1.762801148,-0.24523355,-0.544916414,-0.677764492,-0.474120963,-0.375698255,-0.203043697,-0.338503311,-0.118438551,-0.267226991,2.585752603,-0.099396433,-0.557910358,-0.626102486,-0.623752341,-0.610345518,-0.539505453,-0.575514608
2-Isopropylmalic acid,-0.31843997,-0.445124446,-0.282987157,0.022800151,0.085209056,1.083710352,0.802494377,0.771240044,-0.380924449,0.256835724,-0.309538125,-0.433095546,-0.448389665,1.163753402,-0.436484666,0.270793721,2.087597321,1.110883441,-0.242626114,0.730208107,-0.364976921,-0.445762415,-0.426322937,-0.467845863,-0.451267788,-0.469610703,-0.62291833,-0.637812722
"2-[(2S,4aR,8aS)-2-hydroxy-4a-methyl-8-methylidene-3,4,5,6,7,8a-hexahydro-1H-naphthalen-2-yl]prop-2-enoic acid",0.243239926,-0.072985392,-0.224917204,-0.112289375,-0.125076106,-0.113350604,-0.086573552,-0.050956785,-0.033494567,0.281711929,-0.057371313,0.42802405,-0.308533459,-0.354066052,-0.363727739,0.217227195,0.840721445,0.803870729,0.158428432,0.189691529,-0.31639604,0.449884971,-0.182701959,0.014981993,-0.210678042,0.106601694,0.089283241,0.006535284
"2-[1-[1-hydroxy-10,13-dimethyl-3-[3,4,5-trihydroxy-6-[[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]oxan-2-yl]oxy-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-17-yl]ethyl]-4,5-dimethyl-2,3-dihydropyran-6-one",3.067920066,1.457459478,-0.548732906,-0.482090922,-0.535628684,-0.662817007,-0.61336,-0.627152368,-0.847073857,-0.910563582,-0.762845249,4.359029629,-0.708981243,-0.721648596,-0.741426405,-0.508558436,-0.725652199,-0.386121962,-0.502178516,-0.599267451,-0.591747363,5.730539615,-0.461072456,-0.617532219,-0.590858051,-0.580187543,1.602130602,0.129844021
"2-[2-[(Z)-pent-2-enyl]-3-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxycyclopentyl]acetic acid",-0.326901869,-0.445862539,-0.546722593,-0.532494035,-0.630597585,-0.708512421,-0.639807946,-0.699778815,-0.84708029,-0.905590931,-0.762852314,-0.47957757,-0.765916259,-0.776911909,-0.739657199,-0.566657842,-0.841168139,-0.683374087,-0.460309173,-0.664265004,-0.716705488,-0.502030928,3.774328728,4.257469179,3.78208882,3.115282825,-0.614346156,-0.638697622
2-hydroxyquinoline,-0.115569816,-0.19640593,-0.27191997,0.156694865,0.077180498,1.24689324,0.752033997,0.168638928,0.420258454,0.892863103,-0.161874204,-0.005056875,-0.138672833,0.646060787,-0.153976889,-0.31365143,-0.386906094,-0.447172225,-0.343892883,-0.241471556,-0.238832296,0.135523461,-0.17374133,-0.09428138,-0.099396011,-0.024957282,-0.383282216,-0.329033701
"2-methyl-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxypyran-4-one",0.203552691,-0.401534603,-0.424110906,-0.405211426,-0.510918029,-0.716819878,-0.640973773,-0.715573973,-0.847079179,-0.910569963,-0.762851654,0.873069372,-0.770166467,-0.776911306,-0.741430547,-0.566657003,-0.81672274,-0.712105229,-0.547330964,-0.671160672,-0.728061178,0.970755256,2.426713846,2.716843669,3.52882786,3.62424618,-0.611577222,-0.610070938
"3',5'-Dimethoxy-4'-hydroxyacetophenone",-0.150647965,-0.439084789,-0.51676589,-0.503791106,-0.618443226,-0.321324922,-0.597827114,-0.411878068,-0.637131163,-0.273985684,-0.601461205,-0.123960114,0.958969521,1.88303162,1.555848041,-0.336034291,-0.220989081,-0.610136728,2.007742374,1.88429054,1.180942484,-0.13599833,-0.567655761,-0.642894856,-0.636770426,-0.594482949,-0.621078475,-0.638230387
3'-O-Methylguanosine,-0.303463531,-0.450762938,-0.170818803,-0.182661965,-0.161717758,0.731966404,0.381514049,0.416176596,0.085408958,0.920560323,-0.132824647,-0.482511405,0.422669525,0.434973457,0.165090049,0.279718565,0.552946489,0.382079034,0.762229274,1.141873834,-0.183152481,-0.49683943,-0.568501676,-0.638190443,-0.632157787,-0.631342363,-0.40407602,-0.647437726
"3,5-dihydroxydecanoic acid",-0.325145984,-0.443296951,0.122908518,0.022064889,-0.336964815,1.210489562,0.999127035,-0.675495327,-0.436035662,0.26493559,-0.739795991,-0.474256249,-0.530223215,-0.631435084,-0.244220044,1.045194018,0.642195653,6.636304307,-0.283841556,0.04067282,-0.514155531,-0.47778779,-0.574498738,-0.644220199,-0.406995002,-0.601162457,-0.634772204,-0.632726489
"3-(5,7-dimethoxy-4-oxochromen-2-yl)propanoic acid",9.697494397,-0.45284508,-0.54865377,-0.54043273,-0.641763823,-0.71672477,-0.640892371,-0.715432713,-0.846935708,-0.910438429,-0.762751077,6.596378843,-0.770090475,-0.776841619,-0.741353723,-0.566564757,0.54051549,-0.711995129,-0.547235796,-0.671042054,-0.727966045,-0.505314375,-0.267247762,-0.580454748,-0.647581816,-0.343013699,-0.636411526,-0.182184628
3-Hydroxyanthranilic acid,-0.328370398,-0.446826077,-0.270567169,-0.16953153,-0.280249468,-0.619147349,-0.550125565,-0.620338389,-0.77712008,-0.452164376,-0.694066669,-0.472110414,1.201034712,0.985519138,1.086879475,-0.524828211,-0.763341774,-0.636216897,1.619926897,5.407188905,0.967905825,-0.486444972,-0.583105737,-0.650147794,-0.619401643,-0.619890088,-0.630144241,-0.620465061
3-Hydroxypyridine,-0.101744836,-0.40627544,1.332989499,1.090691632,4.469357953,0.096142767,-0.181926108,-0.122723603,-0.492342769,-0.439312356,-0.675394038,-0.302514056,-0.32725006,-0.597392361,-0.583980795,-0.392929949,-0.449422848,-0.396106348,-0.282381356,-0.452782652,-0.195344385,-0.106417548,-0.344107094,-0.380650619,-0.384717514,-0.331832789,-0.497402112,-0.53343005
3-Hydroxytyramine,-0.330060894,-0.392672813,-0.177261983,-0.189869101,-0.04986717,1.948141249,0.437831989,0.915421817,0.16066027,2.374980686,-0.456601467,-0.400120707,-0.41474449,-0.14541174,0.491341072,0.03054196,0.700874248,0.210049264,0.078535973,0.042706526,-0.127060111,-0.43607778,-0.488881625,-0.590204192,-0.526928351,-0.341905365,-0.480112137,-0.559068856
"3-[(1R,3R,5R,8R,10S,13R,14S,17R)-1,14-dihydroxy-3-[(2S,3S,4R,5S,6R)-3-hydroxy-4-methoxy-6-methyl-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxy-10,13-dimethyl-1,2,3,4,5,6,7,8,9,11,12,15,16,17-tetradecahydrocyclopenta[a]phenanthren-17-yl]-2H-furan-5-one",1.366428351,1.703669095,-0.548734094,-0.540512455,-0.641860082,-0.658018667,-0.579610268,-0.631773458,-0.847075284,-0.910566102,-0.762849307,2.676605109,-0.716031363,-0.776909533,-0.741428514,-0.51095157,-0.841162649,-0.712102238,-0.497266785,-0.593351142,-0.728058821,3.191244239,-0.462772845,-0.4633155,-0.491181497,-0.538253903,3.812882835,2.918726336
"3-[(2S,3R,4S,5R,6R)-3,5-dihydroxy-6-(hydroxymethyl)-4-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]oxy-5,7-dihydroxy-2-(4-hydroxyphenyl)chromen-4-one",-0.330053971,-0.452925151,3.409320277,3.694892324,3.548925646,-0.716810506,-0.64096386,-0.715560349,-0.847066505,-0.910556376,-0.433095263,-0.482496305,-0.770159275,-0.776904204,-0.664098926,-0.474949798,-0.653550818,-0.712093011,-0.547323955,-0.671147356,-0.728050526,-0.505483794,-0.583099701,-0.651995799,-0.647691987,-0.639268749,-0.412208643,-0.360713119
"3-[(2S,3R,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxyoxan-2-yl]oxy-5,7-dihydroxy-2-(4-hydroxyphenyl)chromen-4-one",-0.330059812,-0.449425353,4.013527543,4.096173085,3.136436736,-0.716818806,-0.640972279,-0.713166461,-0.844259348,-0.891321876,-0.744948644,-0.482510023,-0.770165764,-0.775070599,-0.739365968,-0.5666562,-0.835818692,-0.712103201,-0.547329822,-0.671159257,-0.728060028,-0.505493583,-0.56990663,-0.633077793,-0.636002351,-0.635955176,-0.636499566,-0.635052064
3-phenyllactic acid,-0.129192131,-0.40963978,-0.528289277,-0.519619138,-0.591324912,0.131425509,-0.056748543,-0.148408932,0.026509108,0.423401267,0.101819615,-0.482056573,0.73605173,-0.451179639,1.722415885,-0.483722181,-0.490683571,-0.568134584,0.216512229,-0.215904762,5.602840004,-0.196435942,-0.579082916,-0.650256805,-0.636872988,-0.635031868,-0.533078249,-0.584264127
4-Acetamidobutyric acid,-0.307167972,-0.429663422,-0.432341897,-0.409737969,-0.52370915,1.962703338,0.527388787,1.322030461,0.427751951,2.138617399,0.132751668,-0.462888269,0.378481702,-0.223331924,0.53674805,0.54460659,0.796921734,0.646369866,-0.315197636,-0.464970597,-0.334518514,-0.46814377,-0.531983077,-0.602322452,-0.595272814,-0.592993827,-0.606988098,-0.618140002
4-Aminobenzoic acid,1.609950914,-0.411192173,0.012846711,-0.009770705,0.044975877,-0.223312339,-0.299573255,-0.512229135,-0.591126206,-0.438831197,-0.527970127,2.61156267,-0.712404653,-0.717825734,-0.676450924,-0.395745571,-0.296853743,-0.263732855,-0.479897518,-0.592311729,-0.626771561,3.268820988,0.652475134,0.646673052,0.794014426,0.937850574,-0.554005937,-0.563028045
4-Guanidinobutyric acid,-0.204068273,-0.082686052,1.411750471,0.989995569,2.829416389,0.241179879,0.363188946,-0.080425761,-0.29210145,-0.418391485,-0.348941455,-0.288286316,-0.704164106,-0.678037288,-0.665550653,-0.168987068,-0.486641646,-0.407093854,-0.465622294,-0.537645188,-0.63798109,-0.288697023,-0.256586875,-0.324905729,-0.227720222,0.04038931,-0.066422563,0.014333062
4-Hydroxyphenyllactic acid,0.011875715,-0.400774715,-0.503363652,-0.488868609,-0.539708147,0.344412089,0.104871347,0.151487009,0.795362006,1.981476645,0.836525461,-0.225625339,-0.324485618,-0.599756118,0.084669191,-0.440049163,-0.407579601,1.85420354,0.035555641,-0.453361869,3.758956691,0.244267108,-0.554402426,-0.57950903,-0.615497369,-0.621854288,-0.539406271,-0.575077022
4-Methyl-5-thiazoleethanol,-0.317899901,-0.434745436,0.783001127,0.943297146,1.06328441,1.513822729,1.037118638,0.601473388,0.34331157,0.098319041,0.398548688,-0.46473825,0.022940732,-0.252347915,-0.301228154,-0.432998796,-0.622664725,-0.547301502,-0.38991723,-0.452464843,-0.394316963,-0.504442268,-0.35835482,-0.368591125,-0.342737286,-0.32664778,-0.60033717,-0.618338102
4-O-Methylphloracetophenone,-0.322835656,-0.446423903,-0.539517536,-0.520804935,-0.615825194,-0.702646838,-0.614928658,-0.649718468,1.519197302,0.349350154,1.946542038,-0.475941831,1.589988447,2.32900377,0.911628421,-0.093253974,-0.448841645,-0.498083494,0.575012036,0.265715391,0.431523619,-0.494803432,-0.581223765,-0.652000586,-0.645788658,-0.622380751,-0.62998785,-0.650220379
4-Pyridoxic acid,0.018676187,-0.289813232,0.691112511,0.756431725,1.099226333,0.522066979,-0.364810576,-0.017938725,-0.46463692,-0.580415474,-0.271740707,0.313098916,-0.489876228,-0.762351008,-0.510492557,-0.194698333,-0.209815495,-0.318715705,-0.320945069,-0.417322174,-0.456244163,0.740654816,0.361161502,0.465738458,0.33193113,0.415162963,-0.260018852,-0.256552806
"4-[(E)-3-[(2R,3R,4S,5S,6R)-3-[(2S,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxy-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxybut-1-enyl]-3,5,5-trimethylcyclohex-2-en-1-one",-0.329985935,-0.452880737,-0.548673736,-0.540462426,-0.641801777,-0.716736807,-0.640900012,-0.715484662,-0.846961572,-0.910433377,-0.762757815,-0.482412669,-0.770083855,-0.776840599,-0.74137721,-0.566580261,-0.841068805,-0.712020555,16.34297195,-0.67106406,-0.72798785,-0.50535575,-0.583046131,-0.651932429,-0.647628838,-0.639194609,-0.636415559,-0.650118829
"4-[[4-hydroxy-2-(2-methylpropyl)-1-oxo-3,3a-dihydro-2H-imidazo[1,2-a]indol-4-yl]methyl]-1-methyl-2,4-dihydro-1H-pyrazino[2,1-b]quinazoline-3,6-dione",-0.330052573,-0.452922995,-0.548729699,-0.540508063,-0.641854391,-0.716809534,-0.640963459,0.66666975,1.359667475,1.841849556,3.243431037,-0.482498403,1.069443861,1.109098592,1.068461261,-0.566651245,-0.841152246,-0.712095474,-0.547323668,-0.671149518,-0.728048774,3.206253497,-0.475909245,-0.545753143,-0.274374286,-0.63926877,-0.636493323,-0.650212093
5'-S-Methylthioadenosine,-0.327701539,-0.449912043,-0.544827385,-0.536533455,-0.628060129,0.00756407,0.021061383,-0.248152732,-0.752959519,-0.425777978,-0.556010669,-0.468107753,2.485648003,3.950578669,2.825368037,-0.05551132,-0.657845578,-0.673639462,-0.510590232,-0.629825855,-0.31387814,-0.497609368,-0.578552921,-0.642998627,-0.638021628,-0.631839939,-0.63590097,-0.644849938
5-Aminosalicylic??acid,-0.305751801,-0.442722292,-0.405503749,-0.383133879,-0.28952643,2.865349993,1.702526415,1.437077294,1.320570088,2.337429453,0.824546927,-0.379063951,-0.702485326,-0.645294258,-0.529827832,-0.302429313,-0.243512098,-0.136314202,-0.331486161,-0.558779259,-0.241872708,-0.505495133,-0.194134409,-0.185876077,-0.069140892,-0.208706259,-0.593301173,-0.648229417
5-Hydroxy-3-indoleacetic acid,-0.326880903,-0.304899547,3.075628487,2.414719466,4.230445132,-0.66294908,-0.600862585,-0.70165777,-0.838506453,-0.875886701,-0.755336006,0.187234114,-0.738907724,-0.760035775,-0.735998219,-0.526133069,-0.787665161,-0.704052978,-0.538445276,-0.644734547,-0.714110843,-0.414718876,-0.307737351,-0.341065284,-0.286948122,-0.262531577,-0.628041803,-0.289692695
5-Hydroxytryptophan,-0.111194636,-0.051352604,-0.478605886,-0.379768175,-0.521889264,-0.143353024,-0.179727387,0.015505745,0.213243685,-0.048287267,0.122058454,-0.34298967,0.483816119,0.34516364,0.405605389,-0.461920362,-0.707901753,-0.57818757,-0.217688555,-0.297455975,0.100291953,-0.351676193,0.433272628,0.382238242,-0.316085312,2.756778578,-0.102435654,-0.122563712
5-O-Methylgenistein,-0.330061098,-0.452930816,-0.370428694,1.383206157,-0.64186258,-0.716819924,-0.640973752,-0.715574265,0.526768303,-0.28786956,0.820494025,-0.482511772,-0.552874813,-0.51695313,-0.624813566,-0.425262819,-0.641921282,-0.712105232,-0.547331228,-0.671160663,-0.12895266,-0.505496009,1.311668512,1.79805494,1.521633182,2.783549381,-0.116790331,-0.650223397
"5-hydroxy-2,2-dimethyl-10-(2-methylbut-3-en-2-yl)pyrano[3,2-g]chromen-8-one",0.233184777,0.225453387,-0.135609347,-0.108543628,-0.42395955,0.012561001,-0.106481411,0.283084407,0.09861149,0.096353043,-0.069943539,0.525402375,-0.158586056,-0.193216423,-0.425552876,0.179912205,0.297923132,0.320954714,0.42216587,0.220625093,0.409277756,-0.247774299,-0.123181903,-0.237203116,-0.354301745,-0.405917969,0.090991907,0.253833331
"5-hydroxy-3-[(2S,3R,4R,5S)-3-hydroxy-5-(hydroxymethyl)-4-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxolan-2-yl]oxy-2-(4-hydroxyphenyl)-7-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxychromen-4-one",-0.330059819,-0.452929887,3.568955439,4.27141939,3.578228799,-0.716818614,-0.640972307,-0.715572112,-0.84707746,-0.910567277,-0.762849532,-0.482509363,-0.770165044,-0.776910213,-0.741429309,-0.566655663,-0.84116513,-0.712102682,-0.547329532,-0.671158595,-0.728059816,-0.505492247,-0.583105363,-0.652000914,-0.647701105,-0.63927865,-0.636499543,-0.650220964
"7,2'-Dihydroxyflavone",-0.330061215,-0.450049276,-0.269826102,0.805213786,-0.599038244,-0.624177363,-0.63219569,-0.712682337,-0.843133367,-0.910570775,-0.758431964,-0.482512083,-0.770167131,-0.776911465,-0.741430611,-0.56284829,-0.838306269,-0.712105606,-0.545637112,-0.671161172,-0.725869142,-0.505496204,1.8532656,3.05945317,2.798974531,3.250777529,1.27343007,-0.650223758
"9-(2,3-dihydroxypropoxy)-9-oxononanoic acid",-0.184729401,-0.147513349,0.327695402,0.278057548,0.852447391,-0.184717909,-0.588543921,-0.346337781,-0.160770122,0.983082409,2.001740853,-0.088861998,0.415707355,0.022483631,-0.135225344,-0.088422167,0.035419496,-0.503008292,-0.085095511,-0.086949473,0.078287037,-0.156401745,-0.508929268,-0.58122303,-0.361898981,-0.545498719,-0.190540651,-0.094400829
